Gene_name,String_protein_id
ANO1,9606.ENSP00000347454
ANO10,9606.ENSP00000292246
ANO2,9606.ENSP00000348453
ANO3,9606.ENSP00000256737
ANO4,9606.ENSP00000376703
ANO5,9606.ENSP00000315371
ANO6,9606.ENSP00000409126
ANO7,9606.ENSP00000274979
ANO8,9606.ENSP00000159087
ANO9,9606.ENSP00000332788
ANOS1,9606.ENSP00000262648
ANP32A,9606.ENSP00000417864
ANP32B,9606.ENSP00000345848
ANP32D,9606.ENSP00000266594
ANP32E,9606.ENSP00000463154
ANPEP,9606.ENSP00000300060
ANTKMT,9606.ENSP00000454380
ANTXR1,9606.ENSP00000301945
ANTXR2,9606.ENSP00000306185
ANTXRL,9606.ENSP00000480615
ANXA1,9606.ENSP00000366109
ANXA10,9606.ENSP00000352248
ANXA11,9606.ENSP00000398610
ANXA13,9606.ENSP00000262219
ANXA2,9606.ENSP00000346032
ANXA2R,9606.ENSP00000315915
ANXA3,9606.ENSP00000264908
ANXA4,9606.ENSP00000377833
ANXA5,9606.ENSP00000296511
ANXA6,9606.ENSP00000346550
ANXA7,9606.ENSP00000362010
ANXA8,9606.ENSP00000478026
ANXA8L1,9606.ENSP00000480221
ANXA9,9606.ENSP00000357943
AOAH,9606.ENSP00000479664
AOC1,9606.ENSP00000411613
AOC2,9606.ENSP00000253799
AOC3,9606.ENSP00000312326
AOPEP,9606.ENSP00000364464
AOX1,9606.ENSP00000363832
AP1AR,9606.ENSP00000274000
AP1B1,9606.ENSP00000350199
AP1G1,9606.ENSP00000377148
AP1G2,9606.ENSP00000312442
AP1M1,9606.ENSP00000388996
AP1M2,9606.ENSP00000465685
AP1S1,9606.ENSP00000336666
AP1S2,9606.ENSP00000500695
AP1S3,9606.ENSP00000379891
AP2A1,9606.ENSP00000351926
AP2A2,9606.ENSP00000327694
AP2B1,9606.ENSP00000483185
AP2M1,9606.ENSP00000403362
AP2S1,9606.ENSP00000470176
AP3B1,9606.ENSP00000255194
AP3B2,9606.ENSP00000440984
AP3D1,9606.ENSP00000495274
AP3M1,9606.ENSP00000347408
AP3M2,9606.ENSP00000428787
AP3S1,9606.ENSP00000325369
AP3S2,9606.ENSP00000338777
AP4B1,9606.ENSP00000358582
AP4E1,9606.ENSP00000261842
AP4M1,9606.ENSP00000403663
AP4S1,9606.ENSP00000216366
AP5B1,9606.ENSP00000454303
AP5M1,9606.ENSP00000261558
AP5S1,9606.ENSP00000481750
AP5Z1,9606.ENSP00000497815
APAF1,9606.ENSP00000448165
APBA1,9606.ENSP00000265381
APBA2,9606.ENSP00000453293
APBA3,9606.ENSP00000315136
APBB1,9606.ENSP00000477213
APBB1IP,9606.ENSP00000365411
APBB2,9606.ENSP00000427211
APBB3,9606.ENSP00000346378
APC,9606.ENSP00000257430
APC2,9606.ENSP00000442954
APCDD1,9606.ENSP00000347433
APCDD1L,9606.ENSP00000360191
APCS,9606.ENSP00000255040
APEH,9606.ENSP00000296456
APELA,9606.ENSP00000484618
APEX1,9606.ENSP00000216714
APEX2,9606.ENSP00000364126
APH1A,9606.ENSP00000358105
APH1B,9606.ENSP00000261879
API5,9606.ENSP00000431391
APIP,9606.ENSP00000379133
APLF,9606.ENSP00000307004
APLN,9606.ENSP00000391800
APLNR,9606.ENSP00000475344
APLP1,9606.ENSP00000221891
APLP2,9606.ENSP00000497691
APMAP,9606.ENSP00000217456
APOA1,9606.ENSP00000236850
APOA2,9606.ENSP00000356969
APOA4,9606.ENSP00000350425
APOA5,9606.ENSP00000445002
APOB,9606.ENSP00000233242
APOBEC1,9606.ENSP00000229304
APOBEC2,9606.ENSP00000244669
APOBEC3A,9606.ENSP00000384359
APOBEC3B,9606.ENSP00000327459
APOBEC3C,9606.ENSP00000355340
APOBEC3D,9606.ENSP00000216099
APOBEC3F,9606.ENSP00000309749
APOBEC3G,9606.ENSP00000385057
APOBEC3H,9606.ENSP00000385741
APOBEC4,9606.ENSP00000310622
APOBR,9606.ENSP00000457539
APOC1,9606.ENSP00000465356
APOC2,9606.ENSP00000466775
APOC3,9606.ENSP00000227667
APOC4,9606.ENSP00000468236
APOD,9606.ENSP00000345179
APOE,9606.ENSP00000252486
APOF,9606.ENSP00000381250
APOH,9606.ENSP00000205948
APOL1,9606.ENSP00000317674
APOL2,9606.ENSP00000249066
APOL3,9606.ENSP00000344577
APOL4,9606.ENSP00000338260
APOL5,9606.ENSP00000249044
APOL6,9606.ENSP00000386280
APOLD1,9606.ENSP00000324277
APOM,9606.ENSP00000365081
APOO,9606.ENSP00000368528
APOOL,9606.ENSP00000362268
APP,9606.ENSP00000284981
APPBP2,9606.ENSP00000083182
APPL1,9606.ENSP00000288266
APPL2,9606.ENSP00000446917
APRT,9606.ENSP00000367615
APTX,9606.ENSP00000369145
AQP1,9606.ENSP00000311165
AQP10,9606.ENSP00000318355
AQP11,9606.ENSP00000318770
AQP12A,9606.ENSP00000405899
AQP12B,9606.ENSP00000384894
AQP2,9606.ENSP00000199280
AQP3,9606.ENSP00000297991
AQP5,9606.ENSP00000293599
AQP6,9606.ENSP00000320247
AQP7,9606.ENSP00000297988
AQP8,9606.ENSP00000219660
AQP9,9606.ENSP00000219919
AQR,9606.ENSP00000156471
AR,9606.ENSP00000363822
ARAF,9606.ENSP00000290277
ARAP1,9606.ENSP00000377233
ARAP2,9606.ENSP00000302895
ARAP3,9606.ENSP00000239440
ARC,9606.ENSP00000349022
ARCN1,9606.ENSP00000264028
AREG,9606.ENSP00000379097
AREL1,9606.ENSP00000348714
ARF1,9606.ENSP00000440005
ARF3,9606.ENSP00000256682
ARF4,9606.ENSP00000306010
ARF5,9606.ENSP00000000233
ARF6,9606.ENSP00000298316
ARFGAP1,9606.ENSP00000314615
ARFGAP2,9606.ENSP00000434442
ARFGAP3,9606.ENSP00000263245
ARFGEF1,9606.ENSP00000262215
ARFGEF2,9606.ENSP00000360985
ARFGEF3,9606.ENSP00000251691
ARFIP1,9606.ENSP00000296557
ARFIP2,9606.ENSP00000484121
ARFRP1,9606.ENSP00000483486
ARG1,9606.ENSP00000349446
ARG2,9606.ENSP00000261783
ARGFX,9606.ENSP00000335578
ARGLU1,9606.ENSP00000383059
ARHGAP1,9606.ENSP00000310491
ARHGAP10,9606.ENSP00000336923
ARHGAP11A,9606.ENSP00000355090
ARHGAP11B,9606.ENSP00000392760
ARHGAP11B-2,9606.ENSP00000481934
ARHGAP12,9606.ENSP00000345808
ARHGAP15,9606.ENSP00000295095
ARHGAP17,9606.ENSP00000289968
ARHGAP18,9606.ENSP00000357131
ARHGAP19,9606.ENSP00000351333
ARHGAP20,9606.ENSP00000260283
ARHGAP21,9606.ENSP00000379709
ARHGAP22,9606.ENSP00000412461
ARHGAP23,9606.ENSP00000481862
ARHGAP24,9606.ENSP00000378611
ARHGAP25,9606.ENSP00000386911
ARHGAP26,9606.ENSP00000274498
ARHGAP27,9606.ENSP00000403323
ARHGAP28,9606.ENSP00000392660
ARHGAP29,9606.ENSP00000260526
ARHGAP30,9606.ENSP00000356992
ARHGAP31,9606.ENSP00000264245
ARHGAP32,9606.ENSP00000310561
ARHGAP33,9606.ENSP00000320038
ARHGAP35,9606.ENSP00000500409
ARHGAP36,9606.ENSP00000276211
ARHGAP39,9606.ENSP00000366522
ARHGAP4,9606.ENSP00000359045
ARHGAP40,9606.ENSP00000362442
ARHGAP42,9606.ENSP00000298815
ARHGAP44,9606.ENSP00000368994
ARHGAP45,9606.ENSP00000439601
ARHGAP5,9606.ENSP00000371897
ARHGAP6,9606.ENSP00000338967
ARHGAP8,9606.ENSP00000374424
ARHGAP9,9606.ENSP00000499232
ARHGDIA,9606.ENSP00000463939
ARHGDIB,9606.ENSP00000228945
ARHGDIG,9606.ENSP00000219409
ARHGEF1,9606.ENSP00000337261
ARHGEF10,9606.ENSP00000431012
ARHGEF10L,9606.ENSP00000355060
ARHGEF11,9606.ENSP00000357177
ARHGEF12,9606.ENSP00000380942
ARHGEF15,9606.ENSP00000355026
ARHGEF16,9606.ENSP00000367629
ARHGEF17,9606.ENSP00000263674
ARHGEF18,9606.ENSP00000482647
ARHGEF18-2,9606.ENSP00000499655
ARHGEF19,9606.ENSP00000270747
ARHGEF2,9606.ENSP00000354837
ARHGEF25,9606.ENSP00000335560
ARHGEF26,9606.ENSP00000348828
ARHGEF28,9606.ENSP00000441913
ARHGEF3,9606.ENSP00000341071
ARHGEF33,9606.ENSP00000387020
ARHGEF35,9606.ENSP00000367355
ARHGEF37,9606.ENSP00000328083
ARHGEF38,9606.ENSP00000416125
ARHGEF39,9606.ENSP00000367638
ARHGEF4,9606.ENSP00000316845
ARHGEF40,9606.ENSP00000298694
ARHGEF5,9606.ENSP00000056217
ARHGEF6,9606.ENSP00000250617
ARHGEF7,9606.ENSP00000495631
ARHGEF9,9606.ENSP00000490940
ARID1A,9606.ENSP00000320485
ARID1B,9606.ENSP00000490491
ARID2,9606.ENSP00000335044
ARID3A,9606.ENSP00000263620
ARID3B,9606.ENSP00000477878
ARID3C,9606.ENSP00000368189
ARID4A,9606.ENSP00000347602
ARID4B,9606.ENSP00000264183
ARID5A,9606.ENSP00000350078
ARID5B,9606.ENSP00000279873
ARIH1,9606.ENSP00000369217
ARIH2,9606.ENSP00000348769
ARIH2OS,9606.ENSP00000386193
ARL1,9606.ENSP00000261636
ARL10,9606.ENSP00000308496
ARL11,9606.ENSP00000282026
ARL13A,9606.ENSP00000398637
ARL13B,9606.ENSP00000377769
ARL14,9606.ENSP00000323847
ARL14EP,9606.ENSP00000282032
ARL14EPL,9606.ENSP00000472409
ARL15,9606.ENSP00000433427
ARL16,9606.ENSP00000380635
ARL17A,9606.ENSP00000337478
ARL17B,9606.ENSP00000460539
ARL2,9606.ENSP00000246747
ARL2BP,9606.ENSP00000219204
ARL3,9606.ENSP00000260746
ARL4A,9606.ENSP00000379898
ARL4C,9606.ENSP00000339754
ARL4D,9606.ENSP00000322628
ARL5A,9606.ENSP00000295087
ARL5B,9606.ENSP00000366487
ARL5C,9606.ENSP00000269586
ARL6,9606.ENSP00000419619
ARL6IP1,9606.ENSP00000306788
ARL6IP4,9606.ENSP00000313422
ARL6IP5,9606.ENSP00000273258
ARL6IP6,9606.ENSP00000315357
ARL8A,9606.ENSP00000272217
ARL8B,9606.ENSP00000479202
ARL9,9606.ENSP00000492671
ARMC1,9606.ENSP00000276569
ARMC10,9606.ENSP00000319412
ARMC12,9606.ENSP00000288065
ARMC2,9606.ENSP00000376417
ARMC3,9606.ENSP00000298032
ARMC4,9606.ENSP00000306410
ARMC5,9606.ENSP00000386125
ARMC6,9606.ENSP00000444156
ARMC7,9606.ENSP00000245543
ARMC8,9606.ENSP00000419413
ARMC9,9606.ENSP00000484804
ARMCX1,9606.ENSP00000361917
ARMCX2,9606.ENSP00000349281
ARMCX3,9606.ENSP00000340672
ARMCX4,9606.ENSP00000404304
ARMCX5,9606.ENSP00000474720
ARMCX5-GPRASP2,9606.ENSP00000498643
ARMCX6,9606.ENSP00000444537
ARMH1,9606.ENSP00000420716
ARMH2,9606.ENSP00000454913
ARMH3,9606.ENSP00000359050
ARMH4,9606.ENSP00000267485
ARMS2,9606.ENSP00000436682
ARMT1,9606.ENSP00000356263
ARNT,9606.ENSP00000351407
ARNT2,9606.ENSP00000307479
ARNTL,9606.ENSP00000384517
ARNTL2,9606.ENSP00000266503
ARPC1A,9606.ENSP00000262942
ARPC1B,9606.ENSP00000389631
ARPC2,9606.ENSP00000295685
ARPC3,9606.ENSP00000228825
ARPC4,9606.ENSP00000388169
ARPC4-TTLL3,9606.ENSP00000380427
ARPC5,9606.ENSP00000294742
ARPC5L,9606.ENSP00000345361
ARPIN,9606.ENSP00000350075
ARPIN-AP3S2,9606.ENSP00000381377
ARPP19,9606.ENSP00000454341
ARPP21,9606.ENSP00000412326
ARR3,9606.ENSP00000311538
ARRB1,9606.ENSP00000409581
ARRB2,9606.ENSP00000403701
ARRDC1,9606.ENSP00000360475
ARRDC2,9606.ENSP00000222250
ARRDC3,9606.ENSP00000265138
ARRDC4,9606.ENSP00000268042
ARRDC5,9606.ENSP00000371200
ARSA,9606.ENSP00000216124
ARSB,9606.ENSP00000264914
ARSD,9606.ENSP00000370546
ARSF,9606.ENSP00000370519
ARSG,9606.ENSP00000407193
ARSH,9606.ENSP00000370522
ARSI,9606.ENSP00000333395
ARSJ,9606.ENSP00000320219
ARSK,9606.ENSP00000369346
ARSL,9606.ENSP00000500220
ART1,9606.ENSP00000250693
ART3,9606.ENSP00000348064
ART4,9606.ENSP00000228936
ART5,9606.ENSP00000352992
ARTN,9606.ENSP00000387435
ARV1,9606.ENSP00000312458
ARVCF,9606.ENSP00000263207
ARX,9606.ENSP00000368332
AS3MT,9606.ENSP00000358896
ASAH1,9606.ENSP00000371152
ASAH2,9606.ENSP00000378897
ASAH2B,9606.ENSP00000495463
ASAP1,9606.ENSP00000429900
ASAP2,9606.ENSP00000281419
ASAP3,9606.ENSP00000338769
ASB1,9606.ENSP00000264607
ASB10,9606.ENSP00000391137
ASB11,9606.ENSP00000417914
ASB12,9606.ENSP00000355195
ASB13,9606.ENSP00000350331
ASB14,9606.ENSP00000419199
ASB15,9606.ENSP00000397655
ASB16,9606.ENSP00000293414
ASB17,9606.ENSP00000284142
ASB18,9606.ENSP00000386532
ASB2,9606.ENSP00000451575
ASB3,9606.ENSP00000499751
ASB4,9606.ENSP00000321388
ASB5,9606.ENSP00000296525
ASB6,9606.ENSP00000277458
ASB7,9606.ENSP00000328327
ASB8,9606.ENSP00000445622
ASB9,9606.ENSP00000369855
ASCC1,9606.ENSP00000339404
ASCC2,9606.ENSP00000380877
ASCC3,9606.ENSP00000358159
ASCL1,9606.ENSP00000266744
ASCL2,9606.ENSP00000332293
ASCL3,9606.ENSP00000435770
ASCL4,9606.ENSP00000345420
ASCL5,9606.ENSP00000472681
ASDURF,9606.ENSP00000475224
ASF1A,9606.ENSP00000229595
ASF1B,9606.ENSP00000263382
ASGR1,9606.ENSP00000269299
ASGR2,9606.ENSP00000347140
ASH1L,9606.ENSP00000376204
ASH2L,9606.ENSP00000340896
ASIC1,9606.ENSP00000228468
ASIC2,9606.ENSP00000225823
ASIC3,9606.ENSP00000297512
ASIC4,9606.ENSP00000350786
ASIC5,9606.ENSP00000442477
ASIP,9606.ENSP00000454804
ASL,9606.ENSP00000307188
ASMT,9606.ENSP00000370639
ASMTL,9606.ENSP00000370718
ASNS,9606.ENSP00000377845
ASNSD1,9606.ENSP00000260952
ASPA,9606.ENSP00000263080
ASPDH,9606.ENSP00000373860
ASPG,9606.ENSP00000450040
ASPH,9606.ENSP00000368767
ASPHD1,9606.ENSP00000311447
ASPHD2,9606.ENSP00000215906
ASPM,9606.ENSP00000356379
ASPN,9606.ENSP00000364694
ASPRV1,9606.ENSP00000315383
ASPSCR1,9606.ENSP00000306625
ASRGL1,9606.ENSP00000400057
ASS1,9606.ENSP00000361471
ASTE1,9606.ENSP00000426421
ASTL,9606.ENSP00000343674
ASTN1,9606.ENSP00000354536
ASTN2,9606.ENSP00000354504
ASXL1,9606.ENSP00000364839
ASXL2,9606.ENSP00000383920
ASXL3,9606.ENSP00000269197
ASZ1,9606.ENSP00000284629
ATAD1,9606.ENSP00000339017
ATAD2,9606.ENSP00000287394
ATAD2B,9606.ENSP00000238789
ATAD3A,9606.ENSP00000368030
ATAD3B,9606.ENSP00000500094
ATAD3C,9606.ENSP00000368062
ATAD5,9606.ENSP00000313171
ATAT1,9606.ENSP00000327832
ATCAY,9606.ENSP00000390941
ATE1,9606.ENSP00000224652
ATF1,9606.ENSP00000262053
ATF2,9606.ENSP00000264110
ATF3,9606.ENSP00000344352
ATF4,9606.ENSP00000336790
ATF5,9606.ENSP00000396954
ATF6,9606.ENSP00000356919
ATF6B,9606.ENSP00000364349
ATF7,9606.ENSP00000399465
ATF7IP,9606.ENSP00000440440
ATF7IP2,9606.ENSP00000379808
ATF7-NPFF,9606.ENSP00000466174
ATG10,9606.ENSP00000282185
ATG101,9606.ENSP00000338990
ATG12,9606.ENSP00000425107
ATG13,9606.ENSP00000432412
ATG14,9606.ENSP00000247178
ATG16L1,9606.ENSP00000375873
ATG16L2,9606.ENSP00000326340
ATG2A,9606.ENSP00000366475
ATG2B,9606.ENSP00000353010
ATG3,9606.ENSP00000283290
ATG4A,9606.ENSP00000361306
ATG4B,9606.ENSP00000384259
ATG4C,9606.ENSP00000322159
ATG4D,9606.ENSP00000311318
ATG5,9606.ENSP00000358072
ATG7,9606.ENSP00000346437
ATG9A,9606.ENSP00000386710
ATG9B,9606.ENSP00000491504
ATIC,9606.ENSP00000236959
ATL1,9606.ENSP00000351155
ATL2,9606.ENSP00000368237
ATL3,9606.ENSP00000381844
ATM,9606.ENSP00000278616
ATMIN,9606.ENSP00000299575
ATN1,9606.ENSP00000379915
ATOH1,9606.ENSP00000302216
ATOH7,9606.ENSP00000362777
ATOH8,9606.ENSP00000304676
ATOX1,9606.ENSP00000430598
ATP10A,9606.ENSP00000450480
ATP10B,9606.ENSP00000313600
ATP10D,9606.ENSP00000273859
ATP11A,9606.ENSP00000420387
ATP11B,9606.ENSP00000321195
ATP11C,9606.ENSP00000332756
ATP12A,9606.ENSP00000218548
ATP13A1,9606.ENSP00000349877
ATP13A2,9606.ENSP00000327214
ATP13A3,9606.ENSP00000416508
ATP13A4,9606.ENSP00000339182
ATP13A5,9606.ENSP00000341942
ATP1A1,9606.ENSP00000445306
ATP1A2,9606.ENSP00000354490
ATP1A3,9606.ENSP00000444688
ATP1A4,9606.ENSP00000357060
ATP1B1,9606.ENSP00000356790
ATP1B2,9606.ENSP00000250111
ATP1B3,9606.ENSP00000286371
ATP1B4,9606.ENSP00000218008
ATP23,9606.ENSP00000300145
ATP2A1,9606.ENSP00000349595
ATP2A2,9606.ENSP00000440045
ATP2A3,9606.ENSP00000353072
ATP2B1,9606.ENSP00000392043
ATP2B2,9606.ENSP00000353414
ATP2B3,9606.ENSP00000263519
ATP2B4,9606.ENSP00000350310
ATP2C1,9606.ENSP00000421326
ATP2C2,9606.ENSP00000397925
ATP4A,9606.ENSP00000262623
ATP4B,9606.ENSP00000334216
ATP5F1A,9606.ENSP00000381736
ATP5F1B,9606.ENSP00000262030
ATP5F1C,9606.ENSP00000349142
ATP5F1D,9606.ENSP00000215375
ATP5F1E,9606.ENSP00000243997
ATP5IF1,9606.ENSP00000335203
ATP5MC1,9606.ENSP00000377033
ATP5MC2,9606.ENSP00000499883
ATP5MC3,9606.ENSP00000284727
ATP5MD,9606.ENSP00000358840
ATP5ME,9606.ENSP00000306003
ATP5MF,9606.ENSP00000292475
ATP5MF-PTCD1,9606.ENSP00000400168
ATP5MG,9606.ENSP00000300688
ATP5MGL,9606.ENSP00000421076
ATP5MPL,9606.ENSP00000401770
ATP5PB,9606.ENSP00000358737
ATP5PD,9606.ENSP00000301587
ATP5PF,9606.ENSP00000389649
ATP5PO,9606.ENSP00000290299
ATP6AP1,9606.ENSP00000358777
ATP6AP1L,9606.ENSP00000391381
ATP6AP2,9606.ENSP00000490083
ATP6V0A1,9606.ENSP00000264649
ATP6V0A2,9606.ENSP00000332247
ATP6V0A4,9606.ENSP00000308122
ATP6V0B,9606.ENSP00000434729
ATP6V0C,9606.ENSP00000329757
ATP6V0D1,9606.ENSP00000290949
ATP6V0D2,9606.ENSP00000285393
ATP6V0E1,9606.ENSP00000429690
ATP6V0E2,9606.ENSP00000411672
ATP6V1A,9606.ENSP00000273398
ATP6V1B1,9606.ENSP00000234396
ATP6V1B2,9606.ENSP00000276390
ATP6V1C1,9606.ENSP00000430282
ATP6V1C2,9606.ENSP00000272238
ATP6V1D,9606.ENSP00000216442
ATP6V1E1,9606.ENSP00000253413
ATP6V1E2,9606.ENSP00000304891
ATP6V1F,9606.ENSP00000417378
ATP6V1FNB,9606.ENSP00000490280
ATP6V1G1,9606.ENSP00000363162
ATP6V1G2,9606.ENSP00000302194
ATP6V1G3,9606.ENSP00000417171
ATP6V1H,9606.ENSP00000352522
ATP7A,9606.ENSP00000345728
ATP7B,9606.ENSP00000242839
ATP8A1,9606.ENSP00000371084
ATP8A2,9606.ENSP00000371070
ATP8B1,9606.ENSP00000497896
ATP8B2,9606.ENSP00000500034
ATP8B3,9606.ENSP00000311336
ATP8B4,9606.ENSP00000284509
ATP9A,9606.ENSP00000342481
ATP9B,9606.ENSP00000398076
ATPAF1,9606.ENSP00000460964
ATPAF2,9606.ENSP00000417190
ATPSCKMT,9606.ENSP00000422338
ATR,9606.ENSP00000343741
ATRAID,9606.ENSP00000484228
ATRIP,9606.ENSP00000323099
ATRN,9606.ENSP00000262919
ATRNL1,9606.ENSP00000347152
ATRX,9606.ENSP00000362441
ATXN1,9606.ENSP00000244769
ATXN10,9606.ENSP00000252934
ATXN1L,9606.ENSP00000415822
ATXN2,9606.ENSP00000446576
ATXN2L,9606.ENSP00000378917
ATXN3,9606.ENSP00000496695
ATXN3L,9606.ENSP00000369996
ATXN7,9606.ENSP00000295900
ATXN7-2,9606.ENSP00000439585
ATXN7L1,9606.ENSP00000410759
ATXN7L2,9606.ENSP00000358886
ATXN7L3,9606.ENSP00000397259
ATXN7L3B,9606.ENSP00000430000
AUH,9606.ENSP00000364883
AUNIP,9606.ENSP00000443647
AUP1,9606.ENSP00000366748
AURKA,9606.ENSP00000216911
AURKAIP1,9606.ENSP00000342676
AURKB,9606.ENSP00000313950
AURKC,9606.ENSP00000302898
AUTS2,9606.ENSP00000344087
AVEN,9606.ENSP00000306822
AVIL,9606.ENSP00000257861
AVL9,9606.ENSP00000315568
AVP,9606.ENSP00000369647
AVPI1,9606.ENSP00000359660
AVPR1A,9606.ENSP00000299178
AVPR1B,9606.ENSP00000356094
AVPR2,9606.ENSP00000496396
AWAT1,9606.ENSP00000363645
AWAT2,9606.ENSP00000421172
AXDND1,9606.ENSP00000356590
AXIN1,9606.ENSP00000262320
AXIN2,9606.ENSP00000302625
AXL,9606.ENSP00000301178
AZGP1,9606.ENSP00000292401
AZI2,9606.ENSP00000419371
AZIN1,9606.ENSP00000337180
AZIN2,9606.ENSP00000362540
AZU1,9606.ENSP00000233997
B2M,9606.ENSP00000497910
B3GALNT1,9606.ENSP00000498660
B3GALNT2,9606.ENSP00000355559
B3GALT1,9606.ENSP00000376456
B3GALT2,9606.ENSP00000356404
B3GALT4,9606.ENSP00000390784
B3GALT5,9606.ENSP00000381699
B3GALT6,9606.ENSP00000368496
B3GAT1,9606.ENSP00000433847
B3GAT2,9606.ENSP00000230053
B3GAT3,9606.ENSP00000265471
B3GLCT,9606.ENSP00000343002
B3GNT10,9606.ENSP00000491256
B3GNT2,9606.ENSP00000305595
B3GNT3,9606.ENSP00000321874
B3GNT4,9606.ENSP00000319636
B3GNT5,9606.ENSP00000316173
B3GNT6,9606.ENSP00000484640
B3GNT7,9606.ENSP00000287590
B3GNT8,9606.ENSP00000312700
B3GNT9,9606.ENSP00000400157
B3GNTL1,9606.ENSP00000319979
B4DFI2_HUMAN,9606.ENSP00000417434
B4DXG7_HUMAN,9606.ENSP00000426741
B4E171_HUMAN,9606.ENSP00000417050
B4E1Z4_HUMAN,9606.ENSP00000410815
B4GALNT1,9606.ENSP00000341562
B4GALNT2,9606.ENSP00000300404
B4GALNT3,9606.ENSP00000266383
B4GALNT4,9606.ENSP00000328277
B4GALT1,9606.ENSP00000369055
B4GALT2,9606.ENSP00000310696
B4GALT3,9606.ENSP00000480428
B4GALT4,9606.ENSP00000420161
B4GALT5,9606.ENSP00000360776
B4GALT6,9606.ENSP00000306459
B4GALT7,9606.ENSP00000029410
B4GAT1,9606.ENSP00000309096
B9D1,9606.ENSP00000261499
B9D2,9606.ENSP00000243578
BAALC,9606.ENSP00000312457
BAAT,9606.ENSP00000259407
BABAM1,9606.ENSP00000352408
BABAM2,9606.ENSP00000343412
BACE1,9606.ENSP00000318585
BACE2,9606.ENSP00000332979
BACH1,9606.ENSP00000382805
BACH2,9606.ENSP00000257749
BAD,9606.ENSP00000378040
BAG1,9606.ENSP00000489189
BAG2,9606.ENSP00000359727
BAG3,9606.ENSP00000358081
BAG4,9606.ENSP00000287322
BAG5,9606.ENSP00000338814
BAG6,9606.ENSP00000365131
BAHCC1,9606.ENSP00000462154
BAHD1,9606.ENSP00000396976
BAIAP2,9606.ENSP00000316338
BAIAP2L1,9606.ENSP00000005260
BAIAP2L2,9606.ENSP00000371085
BAIAP3,9606.ENSP00000324510
BAK1,9606.ENSP00000363591
BAMBI,9606.ENSP00000364683
BANF1,9606.ENSP00000433760
BANF2,9606.ENSP00000439128
BANK1,9606.ENSP00000320509
BANP,9606.ENSP00000376902
BAP1,9606.ENSP00000417132
BARD1,9606.ENSP00000260947
BARGIN,9606.ENSP00000401076
BARHL1,9606.ENSP00000263610
BARHL2,9606.ENSP00000359474
BARX1,9606.ENSP00000253968
BARX2,9606.ENSP00000281437
BASP1,9606.ENSP00000319281
BATF,9606.ENSP00000286639
BATF2,9606.ENSP00000301887
BATF3,9606.ENSP00000243440
BAX,9606.ENSP00000293288
BAZ1A,9606.ENSP00000371859
BAZ1B,9606.ENSP00000342434
BAZ2A,9606.ENSP00000446880
BAZ2B,9606.ENSP00000376534
BBC3,9606.ENSP00000404503
BBIP1,9606.ENSP00000433157
BBOF1,9606.ENSP00000377577
BBOX1,9606.ENSP00000263182
BBS1,9606.ENSP00000317469
BBS10,9606.ENSP00000497413
BBS12,9606.ENSP00000438273
BBS2,9606.ENSP00000245157
BBS4,9606.ENSP00000268057
BBS5,9606.ENSP00000295240
BBS7,9606.ENSP00000264499
BBS9,9606.ENSP00000242067
BBX,9606.ENSP00000319974
BCAM,9606.ENSP00000270233
BCAN,9606.ENSP00000331210
BCAP29,9606.ENSP00000368414
BCAP31,9606.ENSP00000392330
BCAR1,9606.ENSP00000391669
BCAR3,9606.ENSP00000260502
BCAS1,9606.ENSP00000379290
BCAS2,9606.ENSP00000358554
BCAS3,9606.ENSP00000468592
BCAS4,9606.ENSP00000351642
BCAT1,9606.ENSP00000443459
BCAT2,9606.ENSP00000322991
BCCIP,9606.ENSP00000357748
BCDIN3D,9606.ENSP00000335201
BCHE,9606.ENSP00000264381
BCKDHA,9606.ENSP00000269980
BCKDHB,9606.ENSP00000318351
BCKDK,9606.ENSP00000378405
BCL10,9606.ENSP00000498104
BCL11A,9606.ENSP00000496168
BCL11B,9606.ENSP00000349723
BCL2,9606.ENSP00000381185
BCL2A1,9606.ENSP00000267953
BCL2L1,9606.ENSP00000365230
BCL2L10,9606.ENSP00000453562
BCL2L11,9606.ENSP00000376943
BCL2L12,9606.ENSP00000482218
BCL2L13,9606.ENSP00000480836
BCL2L14,9606.ENSP00000309132
BCL2L15,9606.ENSP00000376992
BCL2L2,9606.ENSP00000250405
BCL2L2-PABPN1,9606.ENSP00000452479
BCL3,9606.ENSP00000164227
BCL6,9606.ENSP00000384371
BCL6B,9606.ENSP00000293805
BCL7A,9606.ENSP00000445868
BCL7B,9606.ENSP00000411073
BCL7C,9606.ENSP00000369674
BCL9,9606.ENSP00000234739
BCL9L,9606.ENSP00000335320
BCLAF1,9606.ENSP00000435210
BCLAF3,9606.ENSP00000369009
BCO1,9606.ENSP00000258168
BCO2,9606.ENSP00000350314
BCOR,9606.ENSP00000367705
BCORL1,9606.ENSP00000437775
BCR,9606.ENSP00000303507
BCS1L,9606.ENSP00000413908
BDH1,9606.ENSP00000376184
BDH2,9606.ENSP00000296424
BDKRB1,9606.ENSP00000216629
BDKRB2,9606.ENSP00000450482
BDNF,9606.ENSP00000414303
BDP1,9606.ENSP00000351575
BEAN1,9606.ENSP00000442793
BECN1,9606.ENSP00000355231
BECN2,9606.ENSP00000488361
BEGAIN,9606.ENSP00000411124
BEND2,9606.ENSP00000369372
BEND3,9606.ENSP00000411268
